conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
"1596705592286105600","Sun Nov 27 03:20:53 +0000 2022","0","Piala Dunia: Penggemar sepak bola dihentikan oleh petugas keamanan karena mengenakan item berwarna pelangi karena masalah hak LGBTQ+ tidak akan hilang di Qatar 2022 https://t.co/MhqunWD1ej","1596705592286105600","","","in","","0","0","0","https://twitter.com/TRENdotNEWS/status/1596705592286105600","1182147530571698176","TRENdotNEWS"
"1596403403499786241","Sun Nov 27 02:25:42 +0000 2022","2","@haneena81ah @anakranto64 @Lisaamartatara4 Oiya kadrun kampret trs d Qatar TK sm PAUD nya ada pake gambar pelangi gak ???!! Kadrun2 ogeb idiot d borong smua","1596691708204367873","","haneena81ah","in","Indonesia","0","2","1","https://twitter.com/NawariErika/status/1596691708204367873","1360435752803307520","NawariErika"
"1595584048436764672","Sat Nov 26 23:04:59 +0000 2022","1","@CNNIndonesia Hayo hengkang saja kaum pelangi. Qatar heibat","1596641193328144384","","CNNIndonesia","in","Indonesia","0","0","0","https://twitter.com/soeprijon/status/1596641193328144384","59733755","soeprijon"
"1596299018602414081","Sat Nov 26 14:54:23 +0000 2022","0","@akuntosambatos @lfauzaan @FaktaSepakbola Intinya qatar udah nelen ludahnya sendiri dari ngelarang atribut pelangi masuk stadion skrang faktanya diijinin ","1596517732283191296","","akuntosambatos","in","","0","0","0","https://twitter.com/NyamukMalam13/status/1596517732283191296","1594934138301468672","NyamukMalam13"
"1596517171558895616","Sat Nov 26 14:52:10 +0000 2022","0","Jepang bertandang ke qatar memang utk main sepak bola bukan menjadi SJW pelangi https://t.co/zPYuiy84Cl","1596517171558895616","https://pbs.twimg.com/tweet_video_thumb/Fif35r0VIAAe4dX.jpg","","in","","0","0","0","https://twitter.com/viktorlucu/status/1596517171558895616","1581229670132903936","viktorlucu"
"1596483310074880005","Sat Nov 26 14:01:29 +0000 2022","0","@gadisresidu_b3 Skuad tim jerman foto menutup mulut lalu kalah dikatai tim jerman kena azab. Qatar melarang LGBT masuk stadion bhkan men sweeping warna pelangi eh Qatar jd tim pertama gugur. Nah ini azab atau apa?","1596504417955885058","","gadisresidu_b3","in","","0","0","0","https://twitter.com/ronalkusut/status/1596504417955885058","1045844556317507584","ronalkusut"
"1595079425082679299","Sat Nov 26 13:18:25 +0000 2022","0","@anonapostate @Lisaamartatara4 Dan lagi Qatar ga bodoh yg bodoh itu anda secara tdk langsung anda jga dibodohi oleh kaum Pelangi Maaf sebelumnya saya jga ga tau anda pelangi atau bukan tpi profil Anda seolah olah sedang mengkampanyekan itu Tolong stop LGBT karena itu penyakit dan penyakit harus di sembuhkan","1596493580599971841","","upil_zeus","in","","0","0","0","https://twitter.com/upil_zeus/status/1596493580599971841","1534458673409720321","upil_zeus"
"1596476518883938306","Sat Nov 26 12:10:37 +0000 2022","0","yang gw pikirin itu over under handicap total corner. 22 pria berlarian desah-desahan kok kepikiran nonton bola jgn pildun qatar doang bang. liga eropa yg tiap minggunya kampanye pelangi biasa2 aja kok.","1596476518883938306","","","in","","0","0","0","https://twitter.com/bokiw666/status/1596476518883938306","1368387756","bokiw666"
"1596060206550503424","Sat Nov 26 12:06:26 +0000 2022","0","@KerajaanY @CFC_Jak @SiaranBolaLive crusade sendiri artinya tentara salib. paham? tentara salib itu banyak perang dengan agama lain termasuk islam di daerah timteng. nah qatar di timteng. baju palu arit itu logo PK* bukan pelangi goblok. dan itu lambang konflik masa lampau di Indonesia.","1596475464121393152","","radenisagung","in","gotham","0","0","0","https://twitter.com/radenisagung/status/1596475464121393152","110028952","radenisagung"
"1596105168633724930","Sat Nov 26 11:43:33 +0000 2022","0","@kth_mphie @wptlzkmoonb @tanyarlfes Kalo disebut negara suci agak lebay jg yah hahahha. Qatar itu cuman gak mau negara mereka jd panggung untuk mempromosikan one love nya negara eropa yg merujuk ke lgbt. Untuk kaum2 pelangi yg ada disini gaada diskriminasi apapun kok.","1596469707288313857","","kth_mphie","in","Doha, Qatar","0","1","0","https://twitter.com/ameriken0__/status/1596469707288313857","1071236000850993152","ameriken0__"
"1595646023036125186","Sat Nov 26 10:36:16 +0000 2022","2","@Askrlfess salah qatar dmn? mereka cma nolak pemain pke ban pelangi (lgbt). krna qatar negara muslim mereka cma mau menjauhi yg berhubungan dgn lgbt (perilaku/tindakan). qatar kan tuan rmh klo aturannya bgtu ya terima aja. lagian cma dilarang slama main di qatar -","1596452772391833600","","Askrlfess","in","Semarang, Jawa Tengah","0","1","0","https://twitter.com/sukaabgtmasak/status/1596452772391833600","1069701248150994944","sukaabgtmasak"
"1596343021292888064","Sat Nov 26 09:57:34 +0000 2022","1","@mkini_bm Fifa Qatar melarang pemain bw simbul pelangi tp USA telah warnakan pelangi pd rambut. TAK percaya tgok USA lwn england pemain no8 USA.","1596443033461227521","","mkini_bm","in","","0","0","0","https://twitter.com/MohdNoh55677011/status/1596443033461227521","1201826618701803521","MohdNoh55677011"
"1596295072731262976","Sat Nov 26 09:54:44 +0000 2022","0","@mannschaft89 @jurigjampang @idextratime Keren sih emang qatar tidak ada kampanye pelangi respect","1596442322979676161","","mannschaft89","in","heaven","0","0","0","https://twitter.com/skylarblazer/status/1596442322979676161","1401498135914897412","skylarblazer"
"1596435770738294784","Sat Nov 26 09:28:42 +0000 2022","3"," Bukankah harusnya bisa ngasih tempat aman untuk teman² yg punya orientasi berbeda ??? Emang selama ini dimana tempat yg ga aman? Kalo ada kaum pelangi ke Qatar berpasangan kalian akan tetap aman selama ga bawa atribut tersebut.","1596435770738294784","","","in","Jawa Tengah, Indonesia","0","1","0","https://twitter.com/mas_udS/status/1596435770738294784","1146653087806844928","mas_udS"
"1596432212794437638","Sat Nov 26 09:14:34 +0000 2022","0","Piala Dunia 2022: Pihak Qatar Bolehkan Atribut Topi Ember Pelangi Selama Pertandingan Wales vs Iran https://t.co/Ym4xVQMcJw","1596432212794437638","","","in","Pekanbaru","0","0","0","https://twitter.com/Riau24Com/status/1596432212794437638","788744100","Riau24Com"
"1596428613246656512","Sat Nov 26 09:00:16 +0000 2022","7105","Kapten Timnas Portugal Cristiano Ronaldo menolak menggunakan ban kapten pelangi di Piala Dunia 2022 Qatar yang merupakan dukungan bagi Komunitas LGBT. https://t.co/B6HDeasvIk https://t.co/RMy8wA4JzC","1596428613246656512","https://pbs.twimg.com/media/FienXO6WQAE3edq.jpg","","in","","144","258","938","https://twitter.com/VIVAcoid/status/1596428613246656512","41730943","VIVAcoid"
"1596105168633724930","Sat Nov 26 03:30:57 +0000 2022","0","@tanyarlfes ow tentu tidak bisa Qatar saja kalah apalagi indo. sebenarnya kaum eljibiti kalo tidak bawa bendera pelangi meninggal kah padahal acaranya tidak sampe sebulan","1596345738451046400","","tanyarlfes","in","","0","0","0","https://twitter.com/exuzens/status/1596345738451046400","1307237484917530624","exuzens"
"1596345548180635649","Sat Nov 26 03:30:12 +0000 2022","0","ya emang si penduduk qatar jarang ada kaum pelangi bahkan gada juga mungkin. tp kalo semisal tamu nya pada kekeuh minta bawa hal' yg berbau pelangi gt trs di bolehin sm qatar pasti yg bakalan kena dampak nya juga penduduk qatar lah walaupun dia ga berbuat juga","1596345548180635649","","","in","","0","0","0","https://twitter.com/aenjeaiyuhh/status/1596345548180635649","1459336376684462083","aenjeaiyuhh"
"1596345059955261440","Sat Nov 26 03:28:15 +0000 2022","0","dulu gue homophobic bgt tp sekarang gue udah menentang bgt pelangi cok. liat qatar yg awalnya ngelarang tamu pake hal' pelangi trs sekarang juga malah di bebasin gue sedih bgt anjrit qatar jd kotor","1596345059955261440","","","in","","0","0","0","https://twitter.com/aenjeaiyuhh/status/1596345059955261440","1459336376684462083","aenjeaiyuhh"
"1596340549169971200","Sat Nov 26 03:10:27 +0000 2022","0","Qatar selaku tuan rumah Pesta Bola Dunia 2022 sempat melarang penggunaan atribut pelangi hadir di stadion pertandingan. #MedcomDemamBola #MedcomID #MedcomThread","1596340579050274816","","medcom_id","in","Jakarta Capital Region, Indone","0","1","0","https://twitter.com/medcom_id/status/1596340579050274816","902837643024539651","medcom_id"
"1596090850844741632","Sat Nov 26 03:06:03 +0000 2022","0","@Juki66666947 @ginamustika @ferizandra ga ada masalah dia ke Qatar kaum pelangi asal ga pacaran atau intercourse aja. mang resek aja tuh 3 negara maksain kultur dia ke negara orang.","1596339474359005185","","Juki66666947","in","Jakarta Capital Region","0","0","0","https://twitter.com/dolunaylady/status/1596339474359005185","3232348800","dolunaylady"
"1596025555622584321","Sat Nov 26 02:44:52 +0000 2022","1","@sunshineinevryd @pinyappel @convomfs setuju sama pendapat kamu. lgbt ini peyimpangan yang udh di luar nalar. gini binatang aja yang gak punya akal tau dengan siapa harus berpasangan(lawan jenisnya) gtu loh. dan aturan sebuah negara ya harus di ikutin ibarat lo itu tamu. qatar sdh tegas melarang atribut pelangi","1596334143151177728","","sunshineinevryd","in","","0","1","0","https://twitter.com/ryn26_/status/1596334143151177728","1423528118074036240","ryn26_"
"1596201619192152065","Sat Nov 26 02:05:39 +0000 2022","0","@idextratime Kmrin jerman kalah ada yg bilang gara2 dukung lgbt... Kalau qatar knp? Gara2 ngelarang atribut pelangi?","1596324271449866241","","idextratime","in","","0","0","0","https://twitter.com/firman1_9/status/1596324271449866241","2992323265","firman1_9"
"1596105168633724930","Sat Nov 26 02:04:00 +0000 2022","0","@tanyarlfes yakin Qatar tegas? dibolehin juga tuh bawa atribut pelangi akhirnya....","1596323858117963776","","tanyarlfes","in","Pulau Persik","0","0","0","https://twitter.com/YoppiOktavianus/status/1596323858117963776","707826188736139264","YoppiOktavianus"
"1596318301382406144","Sat Nov 26 01:41:55 +0000 2022","0","Banyak yang ga sadar simbol pelangi terpampang nyata di keyboard emoticone hp kita. @kaesangp @YaqutCQoumas qatar bisa kita juga bisa yuk.... https://t.co/KLMhfehmd6","1596318301382406144","https://pbs.twimg.com/media/FidDB7JVEAU4YxT.jpg","","in","","0","0","0","https://twitter.com/Denny94345409/status/1596318301382406144","1518871863681716228","Denny94345409"
"1596318223733256192","Sat Nov 26 01:41:37 +0000 2022","0","Oh ya inggris seri juga lawan amrik Mampuss lagi! Udahlah tim pro pelangi menyingkir aja dr qatar Ini sepakbola bung!","1596318223733256192","","","in","","0","0","0","https://twitter.com/internerdpunk/status/1596318223733256192","415939702","internerdpunk"
"1596313958931402753","Sat Nov 26 01:24:40 +0000 2022","0","Tak hanya pernak pernik pelangi simbol LGBT yang dilarang di Piala Dunia 2022. FIFA telah melarang suporter mengenakan kostum perang salib di Qatar. Melansir CNN Sabtu (26/11/2022) dua pendukung Inggris terlihat mengenakan kostum crusader atau tentara https://t.co/IvMP5V7zpu","1596313958931402753","","","in","","0","0","0","https://twitter.com/inilahdotcom/status/1596313958931402753","46693036","inilahdotcom"
"1596310332221186048","Sat Nov 26 01:23:25 +0000 2022","0","@ibnchaldn Kemarin muncul di-tl soal Piala Dunia Qatar dan pelarangan atribut pelangi","1596313644836741121","","ibnchaldn","in","Yogyakarta","0","0","0","https://twitter.com/widysaaja/status/1596313644836741121","135062353","widysaaja"
"1596310844820058112","Sat Nov 26 01:12:18 +0000 2022","2","Tak hanya pernak pernik pelangi simbol LGBT yang dilarang di Piala Dunia 2022. FIFA telah melarang suporter mengenakan kostum perang salib di Qatar. https://t.co/8VCkATPQUL https://t.co/HWxbzU4YAZ","1596310844820058112","https://pbs.twimg.com/media/Fic8QQ4WAAI6vw4.jpg","","in","","0","0","0","https://twitter.com/inilahdotcom/status/1596310844820058112","46693036","inilahdotcom"
"1596105168633724930","Sat Nov 26 00:55:59 +0000 2022","0","@wptlzkmoonb @sunfleowr Bodo amat gimana la kan tuan rumah qatar. Qatar gk mau ada atribut pelangi didalem stadion tapi mereka kekeh banget mau ttp kampanye lewat bola","1596306742153195520","","wptlzkmoonb","in","@ManUtd","0","0","0","https://twitter.com/B3Your_/status/1596306742153195520","1490828018893623296","B3Your_"
"1596304437122940928","Sat Nov 26 00:46:50 +0000 2022","0","Sudah Izinkan Penonton Pakai Atribut Pelangi di Piala Dunia 2022 Qatar FIFA Akhirnya Menyerah? https://t.co/xcxTSdSrWl","1596304437122940928","","","in","","0","0","0","https://twitter.com/mbsnewsid/status/1596304437122940928","1195936567535104000","mbsnewsid"
"1596089954844971008","Sat Nov 26 00:22:46 +0000 2022","1","@SeruniPuspaAlam Kali ini kamu salah sebab lebih banyak pecinan di AS dsripada komunitas AS di RRC. Mereka hanya bela Taiwan supaya tetap demokrasi dari agresi komunis RRC. Muslim boleh jadi apapun di AS tapi AS tidak bebas berada di Timur Tengah. Bendera pelangi saja terlarang di Qatar","1596298382297161728","","SeruniPuspaAlam","in","","0","2","0","https://twitter.com/nusantara_one/status/1596298382297161728","1198400601517748224","nusantara_one"
"1596105168633724930","Fri Nov 25 23:39:06 +0000 2022","1","@wptlzkmoonb @sunfleowr Sotoy lu anjir. Liga Eropa liga2 lain diluar pildun itu udah biasa kampanye pelangi! Makanya LGBT mau ngincer pildun tapi ditolak sama tuan rumah Qatar!","1596287392981274624","","wptlzkmoonb","in","ViscaBarca","0","0","0","https://twitter.com/hansoru/status/1596287392981274624","135086644","hansoru"
